County_Code,City_Name,County_Name,State_ABV,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost
185,"Woodruff County, AR",Woodruff County,AR," $8,212 "," $7,763 "," $13,168 "," $12,054 "," $5,788 "," $5,267 "," $52,252 "
186,"Yell County, AR",Yell County,AR," $8,461 "," $7,441 "," $13,285 "," $12,054 "," $5,762 "," $5,339 "," $52,341 "
187,"Oakland-Fremont, CA HUD Metro FMR Area",Alameda County,CA," $30,882 "," $10,664 "," $13,677 "," $14,001 "," $15,054 "," $19,888 "," $104,167 "
188,"Alpine County, CA",Alpine County,CA," $14,311 "," $9,912 "," $17,414 "," $15,875 "," $8,777 "," $10,420 "," $76,709 "
189,"Amador County, CA",Amador County,CA," $15,526 "," $11,282 "," $16,344 "," $13,930 "," $9,713 "," $10,800 "," $77,595 "
190,"Chico, CA MSA",Butte County,CA," $15,918 "," $9,052 "," $13,989 "," $15,647 "," $9,048 "," $9,811 "," $73,465 "
191,"Calaveras County, CA",Calaveras County,CA," $14,245 "," $11,927 "," $16,531 "," $15,875 "," $9,483 "," $11,214 "," $79,275 "
192,"Colusa County, CA",Colusa County,CA," $12,935 "," $9,026 "," $14,917 "," $15,875 "," $7,957 "," $8,160 "," $68,869 "
193,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,CA," $31,260 "," $10,127 "," $14,877 "," $13,702 "," $14,996 "," $20,211 "," $105,173 "
194,"Del Norte County, CA",Del Norte County,CA," $13,262 "," $9,375 "," $14,087 "," $15,875 "," $8,202 "," $8,214 "," $69,016 "
195,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",El Dorado County,CA," $19,680 "," $12,007 "," $15,455 "," $13,702 "," $11,481 "," $13,776 "," $86,101 "
196,"Fresno, CA MSA",Fresno County,CA," $14,326 "," $8,247 "," $13,629 "," $10,949 "," $8,179 "," $6,478 "," $61,807 "
197,"Glenn County, CA",Glenn County,CA," $11,570 "," $8,945 "," $14,594 "," $15,875 "," $7,434 "," $7,049 "," $65,467 "
198,"Humboldt County, CA",Humboldt County,CA," $14,914 "," $8,918 "," $13,775 "," $15,875 "," $8,635 "," $8,946 "," $71,063 "
199,"El Centro, CA MSA",Imperial County,CA," $13,841 "," $7,280 "," $13,969 "," $12,685 "," $7,653 "," $6,452 "," $61,878 "
200,"Inyo County, CA",Inyo County,CA," $13,471 "," $8,784 "," $15,258 "," $15,935 "," $8,064 "," $8,312 "," $69,823 "
201,"Bakersfield, CA MSA",Kern County,CA," $13,091 "," $8,166 "," $14,252 "," $11,428 "," $7,702 "," $6,147 "," $60,785 "
202,"Hanford-Corcoran, CA MSA",Kings County,CA," $15,097 "," $8,247 "," $13,892 "," $10,949 "," $8,458 "," $6,943 "," $63,587 "
203,"Lake County, CA",Lake County,CA," $14,333 "," $10,530 "," $14,472 "," $15,875 "," $9,009 "," $9,672 "," $73,890 "
204,"Lassen County, CA",Lassen County,CA," $12,521 "," $10,422 "," $15,399 "," $15,875 "," $8,313 "," $8,817 "," $71,348 "
205,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",Los Angeles County,CA," $26,575 "," $9,294 "," $12,887 "," $9,722 "," $12,997 "," $14,012 "," $85,487 "
206,"Madera, CA MSA",Madera County,CA," $15,538 "," $10,664 "," $15,030 "," $10,949 "," $9,494 "," $8,900 "," $70,575 "
207,"San Francisco, CA HUD Metro FMR Area",Marin County,CA," $45,591 "," $12,383 "," $15,810 "," $14,031 "," $21,006 "," $31,638 "," $140,460 "
208,"Mariposa County, CA",Mariposa County,CA," $13,918 "," $8,649 "," $16,163 "," $12,733 "," $8,177 "," $7,788 "," $67,427 "
209,"Mendocino County, CA",Mendocino County,CA," $16,523 "," $9,482 "," $14,493 "," $15,875 "," $9,423 "," $10,487 "," $76,282 "
210,"Merced, CA MSA",Merced County,CA," $14,378 "," $8,730 "," $14,256 "," $13,133 "," $8,373 "," $7,771 "," $66,643 "
211,"Modoc County, CA",Modoc County,CA," $10,495 "," $9,026 "," $15,538 "," $15,875 "," $7,073 "," $6,906 "," $64,912 "
212,"Mono County, CA",Mono County,CA," $17,190 "," $8,730 "," $15,442 "," $15,935 "," $9,392 "," $10,861 "," $77,550 "
213,"Salinas, CA MSA",Monterey County,CA," $24,300 "," $9,240 "," $14,766 "," $19,777 "," $12,153 "," $17,493 "," $97,729 "
214,"Napa, CA MSA",Napa County,CA," $26,686 "," $11,765 "," $15,456 "," $14,031 "," $13,932 "," $18,430 "," $100,300 "
215,"Nevada County, CA",Nevada County,CA," $17,857 "," $12,894 "," $15,746 "," $15,875 "," $11,142 "," $13,865 "," $87,379 "
216,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",Orange County,CA," $30,958 "," $9,455 "," $14,370 "," $10,829 "," $14,643 "," $18,236 "," $98,492 "
217,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",Placer County,CA," $24,084 "," $10,207 "," $14,653 "," $13,702 "," $12,425 "," $15,413 "," $90,484 "
218,"Plumas County, CA",Plumas County,CA," $12,432 "," $9,348 "," $15,630 "," $15,875 "," $7,892 "," $8,302 "," $69,478 "
219,"Riverside-San Bernardino-Ontario, CA MSA",Riverside County,CA," $18,997 "," $8,461 "," $14,187 "," $11,158 "," $9,949 "," $9,707 "," $72,461 "
220,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",Sacramento County,CA," $19,555 "," $8,945 "," $13,344 "," $13,702 "," $10,327 "," $11,087 "," $76,959 "
221,"San Benito County, CA HUD Metro FMR Area",San Benito County,CA," $22,500 "," $11,819 "," $15,792 "," $19,777 "," $12,435 "," $18,304 "," $100,627 "
222,"Riverside-San Bernardino-Ontario, CA MSA",San Bernardino County,CA," $17,726 "," $8,327 "," $13,912 "," $11,158 "," $9,440 "," $8,751 "," $69,315 "
223,"San Diego-Carlsbad, CA MSA",San Diego County,CA," $28,277 "," $9,455 "," $13,999 "," $11,637 "," $13,672 "," $16,733 "," $93,773 "
224,"San Francisco, CA HUD Metro FMR Area",San Francisco County,CA," $41,757 "," $12,867 "," $10,168 "," $14,929 "," $19,792 "," $27,174 "," $126,687 "
225,"Stockton-Lodi, CA MSA",San Joaquin County,CA," $16,993 "," $8,757 "," $13,907 "," $12,505 "," $9,330 "," $9,090 "," $70,582 "
226,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",San Luis Obispo County,CA," $22,345 "," $10,073 "," $15,249 "," $14,330 "," $11,746 "," $14,666 "," $88,410 "
227,"San Francisco, CA HUD Metro FMR Area",San Mateo County,CA," $51,034 "," $10,691 "," $15,431 "," $14,929 "," $22,365 "," $34,739 "," $149,189 "
228,"Santa Maria-Santa Barbara, CA MSA",Santa Barbara County,CA," $30,944 "," $9,240 "," $14,925 "," $14,330 "," $14,561 "," $19,663 "," $103,664 "
229,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",Santa Clara County,CA," $39,511 "," $10,315 "," $14,824 "," $11,248 "," $18,054 "," $24,652 "," $118,604 "
230,"Santa Cruz-Watsonville, CA MSA",Santa Cruz County,CA," $38,588 "," $11,013 "," $15,285 "," $14,001 "," $17,973 "," $25,831 "," $122,692 "
231,"Redding, CA MSA",Shasta County,CA," $16,286 "," $8,703 "," $14,316 "," $15,647 "," $9,055 "," $9,980 "," $73,987 "
232,"Sierra County, CA",Sierra County,CA," $16,577 "," $9,697 "," $16,866 "," $15,875 "," $9,520 "," $11,573 "," $80,108 "
233,"Siskiyou County, CA",Siskiyou County,CA," $12,292 "," $9,348 "," $14,930 "," $15,875 "," $7,841 "," $7,904 "," $68,189 "
234,"Vallejo-Fairfield, CA MSA",Solano County,CA," $21,918 "," $8,918 "," $14,446 "," $14,031 "," $11,173 "," $13,198 "," $83,684 "
235,"Santa Rosa, CA MSA",Sonoma County,CA," $26,572 "," $10,745 "," $15,268 "," $14,031 "," $13,521 "," $17,796 "," $97,933 "
236,"Modesto, CA MSA",Stanislaus County,CA," $16,446 "," $8,864 "," $13,861 "," $12,505 "," $9,171 "," $8,717 "," $69,564 "
237,"Yuba City, CA MSA",Sutter County,CA," $15,391 "," $7,817 "," $14,171 "," $13,702 "," $8,409 "," $8,110 "," $67,600 "
238,"Tehama County, CA",Tehama County,CA," $12,319 "," $8,864 "," $14,758 "," $15,875 "," $7,676 "," $7,582 "," $67,075 "
239,"Trinity County, CA",Trinity County,CA," $11,648 "," $8,999 "," $15,600 "," $15,875 "," $7,481 "," $7,616 "," $67,220 "
240,"Visalia-Porterville, CA MSA",Tulare County,CA," $12,762 "," $8,327 "," $14,282 "," $12,505 "," $7,641 "," $6,395 "," $61,912 "
241,"Tuolumne County, CA",Tuolumne County,CA," $14,615 "," $10,906 "," $14,923 "," $15,875 "," $9,247 "," $10,256 "," $75,822 "
242,"Oxnard-Thousand Oaks-Ventura, CA MSA",Ventura County,CA," $25,488 "," $9,321 "," $15,662 "," $13,672 "," $12,613 "," $16,249 "," $93,005 "
243,"Yolo, CA HUD Metro FMR Area",Yolo County,CA," $20,309 "," $9,482 "," $13,744 "," $13,702 "," $10,794 "," $12,042 "," $80,074 "
244,"Yuba City, CA MSA",Yuba County,CA," $14,929 "," $8,354 "," $14,309 "," $13,702 "," $8,436 "," $8,151 "," $67,881 "
245,"Denver-Aurora-Lakewood, CO MSA",Adams County,CO," $20,682 "," $8,649 "," $13,780 "," $9,902 "," $10,628 "," $13,441 "," $77,083 "
246,"Alamosa County, CO",Alamosa County,CO," $10,842 "," $9,026 "," $13,084 "," $10,907 "," $7,199 "," $7,020 "," $58,078 "
247,"Denver-Aurora-Lakewood, CO MSA",Arapahoe County,CO," $21,358 "," $9,160 "," $13,003 "," $9,902 "," $11,058 "," $13,852 "," $78,333 "
248,"Archuleta County, CO",Archuleta County,CO," $13,132 "," $8,864 "," $14,314 "," $10,069 "," $7,970 "," $8,296 "," $62,645 "
249,"Baca County, CO",Baca County,CO," $10,056 "," $7,360 "," $15,204 "," $10,907 "," $6,311 "," $6,561 "," $56,399 "
250,"Bent County, CO",Bent County,CO," $10,088 "," $8,193 "," $14,715 "," $10,907 "," $6,624 "," $6,689 "," $57,217 "
251,"Boulder, CO MSA",Boulder County,CO," $22,852 "," $10,610 "," $13,822 "," $9,932 "," $12,125 "," $15,769 "," $85,109 "
252,"Denver-Aurora-Lakewood, CO MSA",Broomfield County,CO," $25,799 "," $10,342 "," $13,889 "," $9,902 "," $13,095 "," $17,482 "," $90,509 "
253,"Chaffee County, CO",Chaffee County,CO," $11,654 "," $9,214 "," $14,600 "," $10,907 "," $7,561 "," $7,963 "," $61,900 "
254,"Cheyenne County, CO",Cheyenne County,CO," $9,583 "," $8,032 "," $16,048 "," $10,907 "," $6,383 "," $6,834 "," $57,787 "
255,"Denver-Aurora-Lakewood, CO MSA",Clear Creek County,CO," $14,413 "," $9,643 "," $15,883 "," $9,902 "," $8,717 "," $10,752 "," $69,310 "
256,"Conejos County, CO",Conejos County,CO," $9,496 "," $9,052 "," $15,097 "," $10,907 "," $6,721 "," $6,869 "," $58,142 "
257,"Costilla County, CO",Costilla County,CO," $9,852 "," $9,133 "," $15,377 "," $10,907 "," $6,879 "," $7,199 "," $59,347 "
258,"Crowley County, CO",Crowley County,CO," $11,023 "," $8,864 "," $15,341 "," $10,907 "," $7,206 "," $7,641 "," $60,984 "
259,"Custer County, CO",Custer County,CO," $10,854 "," $8,166 "," $15,755 "," $10,907 "," $6,892 "," $7,482 "," $60,056 "
260,"Delta County, CO",Delta County,CO," $12,416 "," $8,623 "," $14,370 "," $10,069 "," $7,623 "," $7,722 "," $60,823 "
261,"Denver-Aurora-Lakewood, CO MSA",Denver County,CO," $20,145 "," $9,778 "," $12,050 "," $9,902 "," $10,842 "," $13,054 "," $75,770 "
262,"Dolores County, CO",Dolores County,CO," $10,219 "," $9,617 "," $15,314 "," $10,069 "," $7,187 "," $7,330 "," $59,736 "
263,"Denver-Aurora-Lakewood, CO MSA",Douglas County,CO," $26,506 "," $9,590 "," $14,517 "," $9,902 "," $13,079 "," $17,770 "," $91,362 "
264,"Eagle County, CO",Eagle County,CO," $21,455 "," $9,536 "," $14,265 "," $10,069 "," $11,229 "," $13,149 "," $79,703 "
265,"Denver-Aurora-Lakewood, CO MSA",Elbert County,CO," $18,162 "," $9,428 "," $16,759 "," $9,902 "," $9,997 "," $13,241 "," $77,490 "
266,"Colorado Springs, CO HUD Metro FMR Area",El Paso County,CO," $16,097 "," $8,864 "," $13,062 "," $9,752 "," $9,044 "," $10,565 "," $67,385 "
267,"Fremont County, CO",Fremont County,CO," $12,070 "," $8,542 "," $13,796 "," $10,907 "," $7,468 "," $7,630 "," $60,413 "
268,"Garfield County, CO",Garfield County,CO," $15,950 "," $9,455 "," $13,926 "," $10,069 "," $9,206 "," $9,963 "," $68,569 "
269,"Denver-Aurora-Lakewood, CO MSA",Gilpin County,CO," $17,809 "," $9,536 "," $16,051 "," $9,902 "," $9,908 "," $12,814 "," $76,020 "
270,"Grand County, CO",Grand County,CO," $14,569 "," $9,697 "," $15,028 "," $10,069 "," $8,793 "," $9,694 "," $67,851 "
271,"Gunnison County, CO",Gunnison County,CO," $13,782 "," $9,455 "," $13,938 "," $10,069 "," $8,420 "," $8,773 "," $64,438 "
272,"Hinsdale County, CO",Hinsdale County,CO," $10,939 "," $10,100 "," $16,739 "," $10,069 "," $7,623 "," $8,349 "," $63,820 "
273,"Huerfano County, CO",Huerfano County,CO," $10,729 "," $8,381 "," $14,990 "," $10,907 "," $6,924 "," $7,225 "," $59,157 "
274,"Jackson County, CO",Jackson County,CO," $12,990 "," $10,342 "," $15,065 "," $10,069 "," $8,454 "," $9,029 "," $65,950 "
275,"Denver-Aurora-Lakewood, CO MSA",Jefferson County,CO," $21,143 "," $9,563 "," $13,967 "," $9,902 "," $11,126 "," $14,256 "," $79,957 "
276,"Kiowa County, CO",Kiowa County,CO," $10,222 "," $8,220 "," $15,473 "," $10,907 "," $6,682 "," $7,044 "," $58,547 "
277,"Kit Carson County, CO",Kit Carson County,CO," $11,210 "," $7,924 "," $14,429 "," $10,907 "," $6,933 "," $7,166 "," $58,570 "
278,"Lake County, CO",Lake County,CO," $11,963 "," $10,584 "," $13,705 "," $10,069 "," $8,169 "," $8,138 "," $62,628 "
279,"La Plata County, CO",La Plata County,CO," $15,790 "," $10,503 "," $14,280 "," $10,069 "," $9,527 "," $10,390 "," $70,559 "
280,"Fort Collins, CO MSA",Larimer County,CO," $18,283 "," $9,375 "," $13,986 "," $11,547 "," $10,022 "," $13,026 "," $76,239 "
281,"Las Animas County, CO",Las Animas County,CO," $11,398 "," $8,488 "," $13,821 "," $10,907 "," $7,205 "," $7,285 "," $59,105 "
282,"Lincoln County, CO",Lincoln County,CO," $11,083 "," $9,348 "," $15,040 "," $10,907 "," $7,403 "," $7,889 "," $61,671 "
283,"Logan County, CO",Logan County,CO," $11,503 "," $8,247 "," $13,863 "," $10,907 "," $7,156 "," $7,228 "," $58,904 "
284,"Grand Junction, CO MSA",Mesa County,CO," $13,615 "," $8,569 "," $13,582 "," $10,440 "," $8,038 "," $9,376 "," $63,621 "
285,"Mineral County, CO",Mineral County,CO," $12,990 "," $9,912 "," $17,257 "," $10,907 "," $8,298 "," $9,805 "," $69,169 "
286,"Moffat County, CO",Moffat County,CO," $11,080 "," $9,321 "," $14,145 "," $10,069 "," $7,392 "," $7,249 "," $59,256 "
287,"Montezuma County, CO",Montezuma County,CO," $11,525 "," $8,542 "," $14,217 "," $10,069 "," $7,271 "," $7,231 "," $58,855 "
288,"Montrose County, CO",Montrose County,CO," $12,175 "," $9,348 "," $13,952 "," $10,069 "," $7,799 "," $7,835 "," $61,178 "
289,"Morgan County, CO",Morgan County,CO," $11,424 "," $8,112 "," $14,272 "," $10,907 "," $7,079 "," $7,273 "," $59,068 "
290,"Otero County, CO",Otero County,CO," $10,471 "," $8,112 "," $13,636 "," $10,907 "," $6,734 "," $6,599 "," $56,459 "
291,"Ouray County, CO",Ouray County,CO," $17,101 "," $9,509 "," $15,756 "," $10,069 "," $9,642 "," $11,121 "," $73,199 "
292,"Denver-Aurora-Lakewood, CO MSA",Park County,CO," $17,286 "," $9,267 "," $16,622 "," $9,902 "," $9,621 "," $12,553 "," $75,252 "
293,"Phillips County, CO",Phillips County,CO," $10,498 "," $8,461 "," $14,786 "," $10,907 "," $6,870 "," $7,064 "," $58,587 "
294,"Pitkin County, CO",Pitkin County,CO," $22,223 "," $9,831 "," $14,616 "," $10,069 "," $11,615 "," $13,885 "," $82,239 "
295,"Prowers County, CO",Prowers County,CO," $9,823 "," $8,139 "," $13,828 "," $10,907 "," $6,508 "," $6,339 "," $55,546 "
296,"Pueblo, CO MSA",Pueblo County,CO," $10,897 "," $8,059 "," $13,121 "," $10,710 "," $6,868 "," $7,438 "," $57,092 "
297,"Rio Blanco County, CO",Rio Blanco County,CO," $11,711 "," $9,214 "," $14,633 "," $10,069 "," $7,582 "," $7,685 "," $60,893 "
298,"Rio Grande County, CO",Rio Grande County,CO," $10,060 "," $9,214 "," $14,361 "," $10,907 "," $6,983 "," $7,012 "," $58,537 "
299,"Routt County, CO",Routt County,CO," $17,850 "," $11,389 "," $14,302 "," $10,069 "," $10,595 "," $12,053 "," $76,258 "
300,"Saguache County, CO",Saguache County,CO," $9,696 "," $9,214 "," $15,091 "," $10,907 "," $6,852 "," $7,040 "," $58,800 "
301,"San Juan County, CO",San Juan County,CO," $12,990 "," $10,100 "," $15,330 "," $10,069 "," $8,366 "," $9,003 "," $65,858 "
302,"San Miguel County, CO",San Miguel County,CO," $19,621 "," $9,026 "," $14,827 "," $10,069 "," $10,380 "," $12,121 "," $76,044 "
303,"Sedgwick County, CO",Sedgwick County,CO," $9,410 "," $8,488 "," $14,825 "," $10,907 "," $6,485 "," $6,578 "," $56,695 "
304,"Summit County, CO",Summit County,CO," $21,193 "," $11,927 "," $14,176 "," $10,069 "," $12,001 "," $14,203 "," $83,568 "
305,"Teller County, CO HUD Metro FMR Area",Teller County,CO," $15,418 "," $9,375 "," $15,479 "," $9,752 "," $8,983 "," $11,133 "," $70,139 "
306,"Washington County, CO",Washington County,CO," $10,476 "," $8,945 "," $15,434 "," $10,907 "," $7,037 "," $7,387 "," $60,187 "
307,"Greeley, CO MSA",Weld County,CO," $15,931 "," $9,133 "," $14,407 "," $11,158 "," $9,082 "," $11,444 "," $71,156 "
308,"Yuma County, CO",Yuma County,CO," $10,957 "," $8,085 "," $14,425 "," $10,907 "," $6,900 "," $7,015 "," $58,289 "
309,"Bridgeport, CT HUD Metro FMR Area | Danbury, CT HUD Metro FMR Area | Stamford-Norwalk, CT HUD Metro FMR Area |",Fairfield County,CT," $21,547 "," $10,906 "," $13,230 "," $13,956 "," $11,759 "," $17,300 "," $88,698 "
310,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
311,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
312,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Hartford County,CT," $16,729 "," $9,214 "," $12,648 "," $12,251 "," $9,400 "," $12,347 "," $72,588 "
313,"Litchfield County, CT",Litchfield County,CT," $15,293 "," $9,778 "," $14,163 "," $13,182 "," $9,084 "," $12,028 "," $73,527 "
314,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area | Southern Middlesex County, CT HUD Metro FMR Area |  |",Middlesex County,CT," $18,258 "," $10,422 "," $14,104 "," $13,059 "," $10,392 "," $14,895 "," $81,131 "
315,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
316,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area | New Haven-Meriden, CT HUD Metro FMR Area | Waterbury, CT HUD Metro FMR Area |",New Haven County,CT," $17,355 "," $9,160 "," $12,859 "," $13,059 "," $9,607 "," $13,071 "," $75,112 "
317,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
318,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
319,"Norwich-New London, CT HUD Metro FMR Area | Colchester-Lebanon, CT HUD Metro FMR Area |  |",New London County,CT," $15,769 "," $9,536 "," $13,734 "," $13,059 "," $9,169 "," $12,691 "," $73,958 "
320,#N/A,#N/A,#N/A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
321,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Tolland County,CT," $17,470 "," $10,557 "," $14,044 "," $13,059 "," $10,155 "," $14,355 "," $79,640 "
322,"Windham County, CT HUD Metro FMR Area",Windham County,CT," $13,207 "," $8,059 "," $14,071 "," $13,059 "," $7,705 "," $10,359 "," $66,460 "
323,"Dover, DE MSA",Kent County,DE," $14,585 "," $8,112 "," $13,261 "," $14,331 "," $8,224 "," $10,269 "," $68,782 "
324,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",New Castle County,DE," $16,216 "," $9,214 "," $12,975 "," $14,331 "," $9,214 "," $11,604 "," $73,554 "
325,"Sussex County, DE HUD Metro FMR Area",Sussex County,DE," $12,548 "," $9,643 "," $13,726 "," $14,331 "," $8,041 "," $9,935 "," $68,224 "
326,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",District of Columbia,DC," $21,089 "," $11,631 "," $7,962 "," $14,066 "," $11,856 "," $21,745 "," $88,349 "
327,"Gainesville, FL MSA",Alachua County,FL," $14,166 "," $9,375 "," $12,359 "," $13,553 "," $8,530 "," $6,441 "," $64,424 "
328,"Baker County, FL HUD Metro FMR Area",Baker County,FL," $10,048 "," $8,327 "," $13,360 "," $13,463 "," $6,658 "," $4,662 "," $56,517 "
329,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",Bay County,FL," $14,640 "," $9,133 "," $12,318 "," $12,086 "," $8,614 "," $6,237 "," $63,028 "
330,"Bradford County, FL",Bradford County,FL," $10,139 "," $8,112 "," $13,235 "," $14,478 "," $6,613 "," $4,732 "," $57,310 "
331,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,FL," $14,779 "," $9,106 "," $12,900 "," $11,847 "," $8,655 "," $6,399 "," $63,686 "
332,"Fort Lauderdale, FL HUD Metro FMR Area",Broward County,FL," $20,329 "," $9,590 "," $12,211 "," $11,847 "," $10,841 "," $8,966 "," $73,784 "
333,"Calhoun County, FL",Calhoun County,FL," $10,091 "," $8,811 "," $13,508 "," $14,149 "," $6,849 "," $4,909 "," $58,316 "
334,"Punta Gorda, FL MSA",Charlotte County,FL," $14,348 "," $9,079 "," $12,779 "," $11,727 "," $8,489 "," $6,160 "," $62,582 "
335,"Homosassa Springs, FL MSA",Citrus County,FL," $12,041 "," $9,455 "," $12,925 "," $11,967 "," $7,789 "," $5,400 "," $59,576 "
336,"Jacksonville, FL HUD Metro FMR Area",Clay County,FL," $14,908 "," $8,435 "," $13,170 "," $12,056 "," $8,458 "," $6,334 "," $63,360 "
337,"Naples-Immokalee-Marco Island, FL MSA",Collier County,FL," $17,681 "," $9,885 "," $12,862 "," $12,954 "," $9,988 "," $8,167 "," $71,538 "
338,"Columbia County, FL",Columbia County,FL," $11,152 "," $7,844 "," $12,914 "," $14,986 "," $6,883 "," $5,054 "," $58,833 "
339,"DeSoto County, FL",DeSoto County,FL," $9,805 "," $8,569 "," $12,724 "," $14,208 "," $6,658 "," $4,524 "," $56,489 "
340,"Dixie County, FL",Dixie County,FL," $9,980 "," $8,193 "," $13,114 "," $15,016 "," $6,585 "," $4,770 "," $57,658 "
341,"Jacksonville, FL HUD Metro FMR Area",Duval County,FL," $13,947 "," $8,784 "," $12,068 "," $12,116 "," $8,236 "," $5,780 "," $60,932 "
342,"Pensacola-Ferry Pass-Brent, FL MSA",Escambia County,FL," $12,801 "," $8,703 "," $12,614 "," $12,415 "," $7,792 "," $5,472 "," $59,798 "
